"Chartering agent";"Agent de navlosire. Intermediar (broker) ce acționează în numele unui navlositor la negocierile care conduc la navlosirea unei nave. Acest agent are drept contraparte brokerul armatorului."
"Charter-party";"Contract de navlosire. Document ce conține toți termenii și condițiile contractuale agreate între un armator și un navlositor, pentru închirierea unei nave sau a spațiului de marfă de pe acea navă . Documentul este semnat de către ambele părți sau de către agenții împuterniciți ai acestora. Majoritatea contractelor de navlosire sunt standardizate avand spații libere în care se inserează detalii specifice (de exp. numele armatorului/navlositorului, navlul, zilele de stalii, contrastalii, date despre nava navlosită ca: viteza și consumul etc). De comun acord navlositorul și armatorul pot cancela anumite clauze existente în aceste contracte standard și de asemeni pot agrea intgroducerea unor clauze specifice care vor fi trecute separat într-un „rider” (anexă la contractul de navlosire). Poate fi întâlnit ca „charterparty” sau „charter party”.Se abreviază ca c/p."
"Charter-party bill of lading";"Conosament al contractului de navlosire. Conosament emis pentru expedierea unor mărfuri pe o navă închiriată, atunci când se vrea ca primitorul mărfurilor să fie „legat” (obligat) de termenii și condițiile contractului de navlosire. În acest sens se introduce în contractul de navlosire o clauză (incluzând data și semnătura)."
"Chassis";"Șasiu. Trailer pe care sunt transportate containerele de la locul de descărcare la punctul final de destinație. Datorită dimensiunilor standardizate ale containerelor, 40 picioare și 20 picioare, și șasiurile sunt standardizate pentru aceste dimensiuni. Unele șasiuri pot transporta și câte două containere de 20 picioare."
"Chemical tanker";"Tanc chimic. Navă tanc specializată, proiectată pentru transportul de substanțe chimice lichide în vrac. Pentru a se evita degradarea substanțelor chimice transportate este necesar ca tancurile să fie construite fie din oțel inoxidabil sau interiorul tancului să fie pasivizat cu vopsea neutră ce nu poate fi atacată de substanța transportată și nici nu afectează calitatea substanței chimice respective. Înainte de încărcare, fiecare tanc este supus unui proces de spălare/curățare pentru a elimina orice urmă de reziduuri din substanțele transportate anterior și care ar putea altera/contamina marfa transportată."
"Chock (to)";"A împăna. A pune bucăți de lemn (denumite dunnage-fardaj) între piese din marfă sau între marfă și un perete (bulkhead) pentru a preveni alunecarea mărfii în timpul voiajului."
"Chopt.";"Prescurtare uzuală pentru „In charterer's option” însemnând „la opțiunea navlositorului”. Acest termen arată că în anumite circumstanțe navlositorul are dreptul să aleagă. De exemplu, într-un contract de navlosire se stipulează cantitatea de încărcat “min 40,000 mt up to full chopt” deci se solicită o încărcare minimă de 40,000 mt ce poate fi majorată pâna la capacitatea maximă a navei în cazul în care navlositorul dorește să-și exercite această opțiune"
"C.i.f";"Prescurtare uzuală pentru „cost, insurance and freight” (cost, asigurare și navlu). (vezi ”cost, insurance and freight”)"
"C.i.f.c.";"Prescurtare uzuală pentru „cost, insurance, freight and commission” (cost, asigurare, navlu și comision). (vezi „cost, insurance, freight and commission”)."
"C.i.f.f.o.";"Prescurtare uzuală pentru „cost, insurance and freight, free out” (cost, asigurare și navlu, liber la descărcare). (vezi „cost, insurance and freight, free out”)."
"C.I.M.";"Convenția internațională a transportului pe căile ferate. Stabilește condițiile de transport marfă pe căile ferate precum și atribuțiunile și responsabilitățile transportatorului."
"C.i.p.";"1.Punct de raportare (vezi „calling-in-point”)                               2.Costul și transportul plătite până la... ( vezi „Carriage and insurance paid to... „)"
"C.k.d.";"Complet dezasamblat(ă). (vezi „completely knocked down”)."
"Claims adjuster";"Ajustor de avarii. Angajat, al unei companii de asigurare, a cărui sarcină este să determine măsura în care pretențiile emise de către un deținător de poliță de asigurare sunt acoperite de clauzele inserate în poliță. Ajustorul mai are și sarcina de a recupera sumele plătite de la cărăuși și de la alte părți responsabile."
"Clamp";"Cârlig-clește, clemă, dispozitiv de străngere. Este un dispozitiv de ridicare atașat la o macara. Prin tensionarea cablului de ridicare al macaralei, fălcile/ghearele/cleștii dispozitivului se strâng progresiv pe piesa de ridicat permițând ridicarea acesteia fără a mai fi necesară folosirea altor dispozitive de coțare. Aceste dispozitive de ridicat sunt de mai multe feluri, funcție de marfa ce urmează a fi ridicată. Astfel sunt pentru role de hârtie, pentru foi de tablă etc"
"Clamp bucket";"Graifăr cupă. Dispozitiv de ridicare format din două semicupe unite la partea superioară printr-un ax și care în poziția de ridicare se strâng formand o “cupă”."
"Clamp hook";"Cârlig tip clește folosit la cranice/macarale."
"Clamp truck";"Stivuitor cu clești/gheare/falci. Tip de motostivuitor prevăzut cu clești curbați, destinat manipulării rolelor, în special al celor de hârtie. Presiunea aplicată de clești pe materialul manipulat poate fi presetată (pentru evitarea deteriorării/strivirii materialului manipulat) iar la autostivuitoarele de nouă generație, poate fi controlată prin intermediul unui computer de bord."
"Class";"1.Clasă. Categorie tarifară a unei linii de navigație sau a unei conferințe de linie, constând în rata unui navlu individual sau a unui grup de comodități la care se aplică acea rată. Pentru ușurința diferențierii, clasele sunt numerotate și pot include sufixul W (pentru „weight”-greutate) sau M (pentru „measurement”-unitate de măsură) care înseamnă că navlul este plătibil pe greutate sau pe unitate de măsură (vezi „weight rated cargo” și „measurement rated cargo”) 2.Categorie în cadrul unei Societăți de clasificare reprezentând atât tipul de navă cât și Societatea de clasificare căreia îi aparține. Una din cele mai cunoscute clase este „100A1” folosită de către Lloyd's Register of Shipping dar și de alte Societăți de clasificare. Atribuirea clasei depinde de tipul de navă construită și este menținută în conformitate cu cerințele de registru."
"Classification certificate";"Certificat de clasă. Certificat emis de către o Societate de clasificare prin care se atestă clasa atribuită unei nave"
"Classification register";"Registru de clasificare. Publicație, emisă de către o Societate de clasificare, în care sunt listate toate navele cărora Societatea respectivă le-a acordat „clasă” sau, în unele cazuri cum ar fi Lloyd's Register of Shipping, sunt trecute toate navele peste o anumită mărime. Pentru fiecare navă sunt înscrise informații ca: data și locul construcției, tonajul, capacitățile, dimensiunile principale, numărul de punți, magazii precum și detalii despre motorul principal, auxiliare și caldarine."
"Classification society";"Societate de clasificare. Organizație ce are ca scop principal supravegherea construcției navelor și ulterior inspectarea acestora la intervale regulate astfel încât aceste nave să mențină anumite standarde de siguranță. Aceste standarde sunt descrise în atât în regulile Societății de clasificare respective cât și în regulile stabilite prin diverse convenții internaționale (MARPOL, SOLAS etc). Navele trebuie să corespundă acestor reguli atât din motive de siguranță cât și pentru a putea fi acceptate de serviciile de asigurare precum și de către navlositori."
"Classification survey";"Inspecție de clasă. Inspecție făcută unei nave de către un inspector al unei Societăți de clasificare. Aceste inspecții pot fi periodice sau ocazionale (de exp. în cazul în care nava a fost implicată intr-o coliziune sau în urma unei modificări majore) pentru a se asigura că nava corespunde în continuare standardelor impuse de regulile Societății de clasificare"
"Clause paramount";"Clauză supremă. Clauză dintr-un contract de navlosire ce stipulează faptul că Regulile de la Haga sau Regulile de la Haga-Visby guvernează contractul respectiv sau că țara care are jurisdicție asupra contractului respectiv a aderat la aceste reguli."
"Claused bill of lading";"Conosament clauzat/murdar. Un conosament conținând una sau mai multe adăugiri/remărci care fie specifică un defect al mărfii/ambalajului sau poate fi un comentariu al Comandantului (de exp. „greutatea și continutul sunt necunoscute” sau „stivuirea bunurilor pe punte este făcuta pe riscul expeditorului”)"
"Clean bill of lading";"Conosament curat. Conosament ce nu conține remărci/adăugiri care să ateste vre-un defect al mărfurilor sau ambalajelor. Absența oricărei remărci indică faptul că marfa a fost recepționată la bord aparent în bună ordine. Băncile care acordă împrumuturi pentru achiziționarea unor mărfuri cer ca în conosamente sa nu existe remărci întru-cât ele  folosesc aceste conosamente drept garanție pentru împrumutul acordat"
"Clean (petroleum) products";"Produse (petroliere) curate. Produse rafinate din țiței cum ar fi benzina, kerosenul, combustibilul de aviație. Mai sunt cunoscute și sub numele de „produse albe” (white products). Termenul este frecvent întâlnit în forma prescurtată CPP (în special în cadrul instrucțiunilor de voiaj)"
"Clean receipt";"Recipisă „curată”. Recipisă care nu clauzări sau notații privind pierderea sau avaria mărfii, prin aceasta subînțelegându-se că marfa a fost receptionată în aparentă bună ordine/condiție. Recipisa este emisă de către persoana care primește marfa în grija sa."
"Clean the holds (to)";"A curăța magaziile navei. A mătura și a spăla, acolo unde este cazul, magaziile navei după descărcarea unuia sau mai multor sorturi de marfă, în așa fel încât magaziile sa fie corespunzătoare pentru a primi următoarea marfă. Starea de curățenie este o cerință sine qua non pentru a putea înainta Notice Readiness (Notificarea ca nava este gata/aptă) la încărcare. Adesea este și o cerință a contractelor de navlosire pe o perioadă de timp ca la predarea navei către navlositor magaziile navei să fie măturate și/sau curățate la fel și la relivrarea navei către armator, nava trebuie predată în aceeași stare de curățenie."
